Year,Month_of_Year,Day_of_Week,Time_of_Day,Lignite_Gen(MW),FossilGas_Gen(MW),Solar_Gen(MW),Wind_Gen(MW),Total_Load(MW),Import_Export(MW)
2018,4,4,10,728.0,976.0,1214.0,111.0,6025.0,2996.0
2018,4,4,11,1191.0,974.0,1525.0,1070.0,6230.0,1470.0
2018,4,4,12,1611.0,1826.0,1455.0,1505.0,6380.0,-17.0
2018,4,4,13,467.0,1333.0,2115.0,183.0,5736.0,1638.0
2018,4,4,14,1065.0,1306.0,1739.0,118.0,5458.0,1230.0
2018,4,4,15,510.0,1177.0,1427.0,992.0,5584.0,1478.0
2018,4,4,16,1615.0,999.0,1222.0,655.0,5105.0,614.0
2018,4,4,17,1513.0,1529.0,561.0,1386.0,5055.0,66.0
2018,4,4,18,1196.0,1582.0,415.0,157.0,4948.0,1598.0
2018,4,4,19,1919.0,2474.0,68.0,124.0,5688.0,1103.0
2018,4,4,20,643.0,2513.0,0,404.0,6067.0,2507.0
2018,4,4,21,1653.0,1746.0,0,430.0,6065.0,2236.0
2018,4,4,22,2023.0,1642.0,0,1181.0,5826.0,980.0
2018,4,4,23,1937.0,1673.0,0,25.0,5459.0,1824.0
2018,4,4,24,1666.0,1979.0,0,952.0,4290.0,-307.0
2018,4,5,1,472.0,1289.0,0,1750.0,4568.0,1057.0
2018,4,5,2,1470.0,1639.0,0,1685.0,4107.0,-687.0
2018,4,5,3,1264.0,1252.0,0,977.0,4204.0,711.0
2018,4,5,4,727.0,1067.0,0,918.0,4164.0,1452.0
2018,4,5,5,466.0,1167.0,0,1056.0,4175.0,1486.0
2018,4,5,6,579.0,1018.0,0,232.0,4456.0,2627.0
2018,4,5,7,1191.0,2237.0,90.0,397.0,4663.0,748.0
2018,4,5,8,917.0,753.0,138.0,53.0,4865.0,3004.0
2018,4,5,9,488.0,914.0,963.0,177.0,4747.0,2205.0
2018,4,5,10,479.0,1253.0,1515.0,174.0,6407.0,2986.0
2018,4,5,11,1198.0,1633.0,1406.0,230.0,4683.0,216.0
2018,4,5,12,1600.0,618.0,1722.0,170.0,6303.0,2193.0
2018,4,5,13,1822.0,436.0,1804.0,750.0,4924.0,112.0
2018,4,5,14,645.0,1714.0,1592.0,617.0,6087.0,1519.0
2018,4,5,15,1259.0,661.0,1496.0,767.0,5496.0,1313.0
2018,4,5,16,1165.0,1437.0,1068.0,321.0,6218.0,2227.0
2018,4,5,17,1700.0,1567.0,260.0,289.0,5158.0,1342.0
2018,4,5,18,1679.0,1522.0,386.0,118.0,6053.0,2348.0
2018,4,5,19,467.0,2164.0,72.0,284.0,5362.0,2375.0
2018,4,5,20,1765.0,1041.0,0,517.0,6145.0,2822.0
2018,4,5,21,761.0,1334.0,0,309.0,6216.0,3812.0
2018,4,5,22,473.0,984.0,0,188.0,5331.0,3686.0
2018,4,5,23,1439.0,2032.0,0,674.0,4741.0,596.0
2018,4,5,24,1399.0,1310.0,0,1068.0,4919.0,1142.0
2018,4,6,1,683.0,953.0,0,361.0,4549.0,2552.0
2018,4,6,2,1183.0,915.0,0,2.0,4658.0,2558.0
2018,4,6,3,444.0,1445.0,0,495.0,3482.0,1098.0
2018,4,6,4,465.0,1080.0,0,1427.0,3579.0,607.0
2018,4,6,5,1246.0,1114.0,0,78.0,3908.0,1470.0
2018,4,6,6,679.0,721.0,0,325.0,4235.0,2510.0
2018,4,6,7,1186.0,996.0,74.0,1225.0,4070.0,589.0
2018,4,6,8,1419.0,798.0,376.0,45.0,4103.0,1465.0
2018,4,6,9,1828.0,737.0,943.0,315.0,6018.0,2195.0
2018,4,6,10,1357.0,355.0,1007.0,377.0,4802.0,1706.0
2018,4,6,11,491.0,1047.0,1043.0,547.0,5759.0,2631.0
2018,4,6,12,566.0,819.0,1683.0,175.0,5300.0,2057.0
2018,4,6,13,1339.0,673.0,2039.0,257.0,5963.0,1655.0
2018,4,6,14,515.0,754.0,1709.0,218.0,5386.0,2190.0
2018,4,6,15,1960.0,1054.0,1223.0,304.0,5284.0,743.0
2018,4,6,16,508.0,611.0,746.0,1287.0,5588.0,2436.0
2018,4,6,17,495.0,1011.0,740.0,301.0,6005.0,3458.0
2018,4,6,18,496.0,2057.0,404.0,591.0,5657.0,2109.0
2018,4,6,19,1382.0,1651.0,72.0,211.0,4796.0,1480.0
2018,4,6,20,970.0,1984.0,0,703.0,6833.0,3176.0
2018,4,6,21,1015.0,1828.0,0,59.0,5811.0,2909.0
2018,4,6,22,517.0,1478.0,0,1314.0,5556.0,2247.0
2018,4,6,23,1668.0,1859.0,0,888.0,4818.0,403.0
2018,4,6,24,502.0,1226.0,0,306.0,3902.0,1868.0
2018,4,7,1,491.0,937.0,0,1391.0,4582.0,1763.0
2018,4,7,2,1353.0,174.0,0,1372.0,4085.0,1186.0
2018,4,7,3,483.0,1334.0,0,1379.0,4371.0,1175.0
2018,4,7,4,1187.0,844.0,0,1475.0,3551.0,45.0
2018,4,7,5,480.0,1460.0,0,248.0,4288.0,2100.0
2018,4,7,6,1508.0,1417.0,0,510.0,4423.0,988.0
2018,4,7,7,1873.0,1166.0,118.0,386.0,4152.0,609.0
2018,4,7,8,523.0,567.0,519.0,149.0,3883.0,2125.0
2018,4,7,9,1287.0,438.0,772.0,113.0,5225.0,2615.0
2018,4,7,10,530.0,333.0,1361.0,790.0,5516.0,2502.0
2018,4,7,11,566.0,339.0,1658.0,318.0,4716.0,1835.0
2018,4,7,12,1358.0,483.0,1782.0,176.0,5239.0,1440.0
2018,4,7,13,1200.0,135.0,1863.0,45.0,5454.0,2211.0
2018,4,7,14,1421.0,325.0,1797.0,432.0,5161.0,1186.0
2018,4,7,15,1658.0,931.0,1624.0,317.0,4800.0,270.0
2018,4,7,16,1208.0,137.0,624.0,347.0,4061.0,1745.0
2018,4,7,17,452.0,1261.0,761.0,402.0,5323.0,2447.0
2018,4,7,18,1718.0,1391.0,361.0,198.0,5200.0,1532.0
2018,4,7,19,1830.0,1705.0,83.0,486.0,5027.0,923.0
2018,4,7,20,941.0,1236.0,0,204.0,4607.0,2226.0
2018,4,7,21,2037.0,1957.0,0,497.0,5570.0,1079.0
2018,4,7,22,2003.0,743.0,0,850.0,4492.0,896.0
2018,4,7,23,1750.0,1683.0,0,361.0,4149.0,355.0
2018,4,7,24,521.0,1421.0,0,159.0,4849.0,2748.0
2018,4,1,1,1366.0,1206.0,0,385.0,4463.0,1506.0
2018,4,1,2,360.0,856.0,0,101.0,3501.0,2184.0
2018,4,1,3,1464.0,837.0,0,886.0,3996.0,809.0
2018,4,1,4,441.0,1390.0,0,649.0,3344.0,864.0
2018,4,1,5,519.0,361.0,0,171.0,3399.0,2348.0
2018,4,1,6,1256.0,547.0,0,181.0,4449.0,2465.0
2018,4,1,7,429.0,1268.0,41.0,53.0,4202.0,2411.0
2018,4,1,8,1814.0,566.0,212.0,375.0,5949.0,2982.0
2018,4,1,9,458.0,1674.0,506.0,840.0,5699.0,2221.0
2018,4,1,10,445.0,1510.0,1384.0,479.0,6243.0,2425.0
2018,4,1,11,506.0,1254.0,1415.0,590.0,6218.0,2453.0
2018,4,1,12,482.0,1714.0,937.0,154.0,5871.0,2584.0
2018,4,1,13,1336.0,1111.0,1793.0,474.0,6215.0,1501.0
2018,4,1,14,1094.0,2266.0,1863.0,276.0,6034.0,535.0
2018,4,1,15,1157.0,1165.0,1556.0,137.0,4967.0,952.0
2018,4,1,16,587.0,1078.0,1281.0,440.0,5547.0,2161.0
2018,4,1,17,452.0,2188.0,926.0,392.0,3935.0,-23.0
2018,4,1,18,1621.0,1373.0,209.0,329.0,4040.0,508.0
2018,4,1,19,485.0,2618.0,21.0,675.0,4370.0,571.0
2018,4,1,20,794.0,1455.0,0,58.0,6600.0,4293.0
2018,4,1,21,2136.0,2514.0,0,553.0,6066.0,863.0
2018,4,1,22,1472.0,2229.0,0,183.0,5574.0,1690.0
2018,4,1,23,459.0,1545.0,0,52.0,5351.0,3295.0
2018,4,1,24,1590.0,1267.0,0,687.0,4829.0,1285.0
2018,4,2,1,1630.0,1064.0,0,149.0,4588.0,1745.0
2018,4,2,2,718.0,882.0,0,1347.0,4430.0,1483.0
2018,4,2,3,1467.0,797.0,0,232.0,4128.0,1632.0
2018,4,2,4,578.0,1103.0,0,943.0,3468.0,844.0
2018,4,2,5,990.0,512.0,0,55.0,4262.0,2705.0
2018,4,2,6,1842.0,976.0,0,1160.0,3958.0,-20.0
2018,4,2,7,1048.0,904.0,125.0,187.0,3914.0,1650.0
2018,4,2,8,308.0,1513.0,243.0,470.0,5824.0,3290.0
2018,4,2,9,655.0,894.0,952.0,266.0,6431.0,3664.0
2018,4,2,10,1734.0,1477.0,1352.0,255.0,5589.0,771.0
2018,4,2,11,1101.0,1602.0,1616.0,207.0,6703.0,2177.0
2018,4,2,12,294.0,1335.0,1909.0,147.0,5537.0,1852.0
2018,4,2,13,435.0,874.0,970.0,207.0,6068.0,3582.0
2018,4,2,14,1455.0,538.0,1769.0,209.0,6338.0,2367.0
2018,4,2,15,292.0,1117.0,1573.0,1141.0,5579.0,1456.0
2018,4,2,16,511.0,1520.0,1211.0,128.0,5497.0,2127.0
2018,4,2,17,1631.0,1539.0,885.0,56.0,5622.0,1511.0
2018,4,2,18,654.0,1682.0,423.0,1660.0,4705.0,286.0
2018,4,2,19,1784.0,1767.0,61.0,1592.0,5970.0,766.0
2018,4,2,20,1644.0,1936.0,0,229.0,5165.0,1356.0
2018,4,2,21,456.0,1852.0,0,104.0,5978.0,3566.0
2018,4,2,22,703.0,1282.0,0,119.0,5883.0,3779.0
2018,4,2,23,1328.0,1947.0,0,1599.0,4202.0,-672.0
2018,4,2,24,1046.0,1057.0,0,316.0,4651.0,2232.0
2018,4,3,1,1020.0,1732.0,0,36.0,4603.0,1815.0
2018,4,3,2,316.0,734.0,0,1658.0,3617.0,909.0
2018,4,3,3,1525.0,1148.0,0,138.0,3527.0,716.0
2018,4,3,4,822.0,1175.0,0,410.0,4140.0,1733.0
2018,4,3,5,1207.0,950.0,0,368.0,4381.0,1856.0
2018,4,3,6,565.0,708.0,0,148.0,4429.0,3008.0
2018,4,3,7,293.0,2030.0,24.0,125.0,3985.0,1513.0
2018,4,3,8,883.0,836.0,159.0,665.0,6039.0,3496.0
2018,4,3,9,588.0,1813.0,974.0,1095.0,6023.0,1553.0
2018,4,3,10,612.0,1915.0,1345.0,435.0,5408.0,1101.0
2018,4,3,11,666.0,1408.0,1665.0,1291.0,6366.0,1336.0
2018,4,3,12,1490.0,1080.0,1735.0,98.0,6037.0,1634.0
2018,4,3,13,667.0,1534.0,868.0,480.0,6155.0,2606.0
2018,4,3,14,1698.0,1674.0,1105.0,177.0,6135.0,1481.0
2018,4,3,15,1533.0,1321.0,1482.0,866.0,5661.0,459.0
2018,4,3,16,985.0,2138.0,1191.0,109.0,5431.0,1008.0
2018,4,3,17,477.0,1454.0,653.0,1637.0,5587.0,1366.0
2018,4,3,18,875.0,1529.0,197.0,86.0,5159.0,2472.0
2018,4,3,19,1849.0,1268.0,50.0,99.0,5549.0,2283.0
2018,4,3,20,296.0,1740.0,0,212.0,6287.0,4039.0
2018,4,3,21,855.0,2172.0,0,1055.0,6312.0,2230.0
2018,4,3,22,1148.0,2317.0,0,248.0,6209.0,2496.0
2018,4,3,23,1781.0,2764.0,0,1674.0,4172.0,-2047.0
2018,4,3,24,889.0,1230.0,0,1243.0,4677.0,1315.0
2018,4,4,1,286.0,1478.0,0,1032.0,4345.0,1549.0
2018,4,4,2,569.0,1053.0,0,157.0,4097.0,2318.0
2018,4,4,3,460.0,557.0,0,39.0,4329.0,3273.0
2018,4,4,4,913.0,1328.0,0,124.0,4454.0,2089.0
2018,4,4,5,914.0,1539.0,0,373.0,4249.0,1423.0
2018,4,4,6,482.0,1167.0,0,1497.0,4524.0,1378.0
2018,4,4,7,1027.0,1710.0,119.0,1552.0,4634.0,226.0
2018,4,4,8,1000.0,1566.0,459.0,96.0,6033.0,2912.0
2018,4,4,9,509.0,2213.0,791.0,95.0,6092.0,2484.0
2018,4,4,10,1408.0,1827.0,1335.0,916.0,5999.0,513.0
2018,4,4,11,491.0,1988.0,1417.0,623.0,6178.0,1659.0
2018,4,4,12,942.0,973.0,1699.0,451.0,6296.0,2231.0
2018,4,4,13,818.0,1212.0,1610.0,42.0,6182.0,2500.0
2018,4,4,14,1956.0,1531.0,1646.0,310.0,5459.0,16.0
2018,4,4,15,978.0,452.0,1426.0,89.0,5584.0,2639.0
2018,4,4,16,1614.0,1325.0,1176.0,1406.0,5555.0,34.0
2018,4,4,17,1513.0,1675.0,889.0,177.0,4893.0,639.0
2018,4,4,18,459.0,1281.0,495.0,467.0,5348.0,2646.0
2018,4,4,19,1339.0,1894.0,71.0,278.0,5257.0,1675.0
2018,4,4,20,466.0,1946.0,0,1162.0,6317.0,2743.0
2018,4,4,21,473.0,2845.0,0,542.0,5029.0,1169.0
2018,4,4,22,1271.0,2003.0,0,398.0,5919.0,2247.0
2018,4,4,23,1938.0,1392.0,0,25.0,5753.0,2398.0
2018,4,4,24,723.0,1311.0,0,241.0,4759.0,2484.0
2018,4,5,1,1097.0,2432.0,0,336.0,4322.0,457.0
2018,4,5,2,509.0,1489.0,0,308.0,4305.0,1999.0
2018,4,5,3,1431.0,1253.0,0,121.0,3843.0,1038.0
2018,4,5,4,1428.0,1345.0,0,919.0,4165.0,473.0
2018,4,5,5,1282.0,1379.0,0,1553.0,4295.0,81.0
2018,4,5,6,1433.0,443.0,0,299.0,4546.0,2371.0
2018,4,5,7,1598.0,1373.0,71.0,78.0,3688.0,568.0
2018,4,5,8,1447.0,1722.0,461.0,986.0,5124.0,508.0
2018,4,5,9,1351.0,1475.0,1112.0,1392.0,4576.0,-754.0
2018,4,5,10,486.0,1227.0,1225.0,368.0,6129.0,2823.0
2018,4,5,11,1368.0,1586.0,1601.0,67.0,4650.0,28.0
2018,4,5,12,1352.0,982.0,724.0,208.0,4808.0,1542.0
2018,4,5,13,1342.0,625.0,1181.0,137.0,6213.0,2928.0
2018,4,5,14,626.0,1714.0,1458.0,813.0,5163.0,552.0
2018,4,5,15,1410.0,819.0,1558.0,864.0,5903.0,1252.0
2018,4,5,16,553.0,3026.0,569.0,702.0,4934.0,84.0
2018,4,5,17,1171.0,1582.0,729.0,289.0,5555.0,1784.0
2018,4,5,18,1115.0,1409.0,216.0,121.0,5698.0,2837.0
2018,4,5,19,1319.0,997.0,13.0,942.0,6223.0,2952.0
2018,4,5,20,476.0,2453.0,0,289.0,4978.0,1760.0
2018,4,5,21,2112.0,3232.0,0,6.0,4996.0,-354.0
2018,4,5,22,473.0,1726.0,0,441.0,6143.0,3503.0
2018,4,5,23,1776.0,1877.0,0,291.0,5768.0,1824.0
2018,4,5,24,478.0,1717.0,0,815.0,4121.0,1111.0
2018,4,6,1,956.0,1245.0,0,454.0,3983.0,1328.0
2018,4,6,2,465.0,962.0,0,341.0,4362.0,2594.0
2018,4,6,3,464.0,387.0,0,923.0,3481.0,1707.0
2018,4,6,4,445.0,1150.0,0,474.0,3691.0,1622.0
2018,4,6,5,1217.0,914.0,0,647.0,4468.0,1690.0
2018,4,6,6,1315.0,1641.0,0,54.0,4235.0,1225.0
2018,4,6,7,1403.0,1150.0,13.0,50.0,3848.0,1232.0
2018,4,6,8,1905.0,1318.0,76.0,682.0,4334.0,353.0
2018,4,6,9,1970.0,1219.0,795.0,829.0,5933.0,1120.0
2018,4,6,10,471.0,1148.0,1007.0,819.0,5015.0,1570.0
2018,4,6,11,503.0,356.0,1536.0,770.0,5754.0,2589.0
2018,4,6,12,745.0,253.0,1750.0,1085.0,5395.0,1562.0
2018,4,6,13,518.0,357.0,1678.0,1354.0,6704.0,2797.0
2018,4,6,14,1162.0,1135.0,1515.0,65.0,5528.0,1651.0
2018,4,6,15,1352.0,1383.0,1794.0,271.0,4713.0,-87.0
2018,4,6,16,1241.0,955.0,1463.0,521.0,6156.0,1976.0
2018,4,6,17,1199.0,1557.0,489.0,531.0,6002.0,2226.0
2018,4,6,18,1394.0,824.0,444.0,433.0,4263.0,1168.0
2018,4,6,19,1922.0,1514.0,84.0,785.0,5467.0,1162.0
2018,4,6,20,2021.0,2245.0,0,665.0,5077.0,146.0
2018,4,6,21,1638.0,1829.0,0,58.0,6216.0,2691.0
2018,4,6,22,1716.0,1573.0,0,436.0,5472.0,1747.0
2018,4,6,23,1782.0,1621.0,0,203.0,5166.0,1560.0
2018,4,6,24,447.0,1224.0,0,1251.0,4453.0,1531.0
2018,4,7,1,1590.0,1298.0,0,335.0,4397.0,1174.0
2018,4,7,2,1818.0,563.0,0,1373.0,4599.0,845.0
2018,4,7,3,1732.0,576.0,0,749.0,4021.0,964.0
2018,4,7,4,1202.0,767.0,0,225.0,3970.0,1776.0
2018,4,7,5,869.0,138.0,0,331.0,4298.0,2960.0
2018,4,7,6,1192.0,1086.0,0,301.0,4129.0,1550.0
2018,4,7,7,1921.0,795.0,148.0,375.0,3523.0,284.0
2018,4,7,8,522.0,1451.0,518.0,318.0,3876.0,1067.0
2018,4,7,9,513.0,521.0,1003.0,1372.0,5114.0,1705.0
2018,4,7,10,1636.0,1009.0,1370.0,491.0,5518.0,1012.0
2018,4,7,11,565.0,573.0,1174.0,286.0,5184.0,2586.0
2018,4,7,12,1261.0,829.0,1577.0,187.0,5687.0,1833.0
2018,4,7,13,1376.0,483.0,1916.0,778.0,5324.0,771.0
2018,4,7,14,316.0,1321.0,1586.0,408.0,4713.0,1082.0
2018,4,7,15,1136.0,890.0,1665.0,316.0,4955.0,948.0
2018,4,7,16,574.0,395.0,1197.0,462.0,4536.0,1908.0
2018,4,7,17,1384.0,842.0,879.0,549.0,4735.0,1081.0
2018,4,7,18,318.0,783.0,444.0,581.0,5528.0,3402.0
2018,4,7,19,1830.0,1283.0,76.0,1150.0,5026.0,687.0
2018,4,7,20,2023.0,1232.0,0,217.0,4608.0,1136.0
2018,4,7,21,913.0,1203.0,0,280.0,6028.0,3632.0
2018,4,7,22,1516.0,1744.0,0,188.0,5624.0,2176.0
2018,4,7,23,1752.0,2270.0,0,1071.0,5209.0,116.0
2018,4,7,24,522.0,1224.0,0,1057.0,3955.0,1152.0
2018,4,1,1,447.0,1584.0,0,1976.0,3950.0,-57.0
2018,4,1,2,485.0,625.0,0,306.0,4102.0,2686.0
2018,4,1,3,319.0,418.0,0,454.0,4054.0,2863.0
2018,4,1,4,1185.0,674.0,0,505.0,4021.0,1657.0
2018,4,1,5,1034.0,1004.0,0,170.0,3345.0,1137.0
2018,4,1,6,594.0,2065.0,0,557.0,4452.0,1236.0
2018,4,1,7,1112.0,1137.0,59.0,85.0,5088.0,2695.0
2018,4,1,8,826.0,898.0,99.0,43.0,5443.0,3577.0
2018,4,1,9,2159.0,1303.0,391.0,488.0,5700.0,1359.0
2018,4,1,10,322.0,1470.0,447.0,184.0,5075.0,2652.0
2018,4,1,11,1668.0,1251.0,1663.0,378.0,6779.0,1819.0
2018,4,1,12,923.0,1093.0,1729.0,315.0,6219.0,2159.0
2018,4,1,13,1916.0,724.0,1982.0,232.0,6525.0,1671.0
2018,4,1,14,1350.0,983.0,1765.0,245.0,5604.0,1261.0
2018,4,1,15,646.0,134.0,1695.0,341.0,6227.0,3411.0
2018,4,1,16,456.0,1233.0,665.0,370.0,5664.0,2940.0
2018,4,1,17,1311.0,2548.0,220.0,326.0,5330.0,925.0
2018,4,1,18,1942.0,1690.0,179.0,60.0,5341.0,1470.0
2018,4,1,19,461.0,2255.0,59.0,177.0,5597.0,2645.0
2018,4,1,20,302.0,2410.0,0,317.0,4978.0,1949.0
2018,4,1,21,303.0,2514.0,0,705.0,6535.0,3013.0
2018,4,1,22,302.0,2534.0,0,627.0,5889.0,2426.0
2018,4,1,23,1146.0,1695.0,0,808.0,4280.0,631.0
2018,4,1,24,1912.0,1269.0,0,210.0,3671.0,280.0
2018,4,2,1,1360.0,885.0,0,1806.0,4589.0,538.0
2018,4,2,2,453.0,1020.0,0,35.0,3292.0,1784.0
2018,4,2,3,471.0,1707.0,0,231.0,4403.0,1994.0
2018,4,2,4,309.0,837.0,0,999.0,4266.0,2121.0
2018,4,2,5,740.0,744.0,0,53.0,4513.0,2976.0
2018,4,2,6,1192.0,1064.0,0,180.0,4510.0,2074.0
2018,4,2,7,305.0,1109.0,31.0,1239.0,5438.0,2754.0
2018,4,2,8,776.0,1258.0,451.0,469.0,5653.0,2699.0
2018,4,2,9,1571.0,755.0,1078.0,57.0,6009.0,2548.0
2018,4,2,10,1114.0,1305.0,1119.0,1354.0,5929.0,1037.0
2018,4,2,11,1100.0,944.0,1635.0,1880.0,5163.0,-396.0
2018,4,2,12,803.0,1296.0,968.0,1102.0,5769.0,1600.0
2018,4,2,13,761.0,1440.0,1785.0,1010.0,5394.0,398.0
2018,4,2,14,1014.0,1327.0,916.0,82.0,5808.0,2469.0
2018,4,2,15,532.0,1256.0,1358.0,1462.0,6019.0,1411.0
2018,4,2,16,868.0,1210.0,457.0,1792.0,4593.0,266.0
2018,4,2,17,1629.0,1388.0,293.0,276.0,4582.0,996.0
2018,4,2,18,741.0,1988.0,376.0,297.0,5726.0,2324.0
2018,4,2,19,902.0,2782.0,101.0,249.0,4880.0,846.0
2018,4,2,20,1646.0,1845.0,0,1684.0,6341.0,1166.0
2018,4,2,21,1119.0,2558.0,0,544.0,6124.0,1903.0
2018,4,2,22,1910.0,1547.0,0,94.0,5410.0,1859.0
2018,4,2,23,460.0,1181.0,0,292.0,4486.0,2553.0
2018,4,2,24,434.0,1491.0,0,316.0,5057.0,2816.0
2018,4,3,1,473.0,1252.0,0,252.0,4605.0,2628.0
2018,4,3,2,314.0,1437.0,0,362.0,4210.0,2097.0
2018,4,3,3,820.0,1454.0,0,1540.0,4020.0,206.0
2018,4,3,4,821.0,1026.0,0,148.0,4361.0,2366.0
2018,4,3,5,1503.0,890.0,0,358.0,3492.0,741.0
2018,4,3,6,1599.0,1148.0,0,589.0,4474.0,1138.0
2018,4,3,7,837.0,2001.0,112.0,895.0,5541.0,1696.0
2018,4,3,8,291.0,929.0,377.0,1192.0,4287.0,1498.0
2018,4,3,9,302.0,928.0,941.0,53.0,5521.0,3297.0
2018,4,3,10,861.0,2743.0,1345.0,1717.0,5663.0,-1003.0
2018,4,3,11,641.0,1495.0,1531.0,463.0,5795.0,1665.0
2018,4,3,12,883.0,1490.0,1492.0,467.0,5841.0,1509.0
2018,4,3,13,618.0,1246.0,867.0,480.0,6243.0,3032.0
2018,4,3,14,1371.0,972.0,1155.0,703.0,5973.0,1772.0
2018,4,3,15,999.0,1101.0,494.0,1577.0,6036.0,1865.0
2018,4,3,16,1779.0,1407.0,291.0,445.0,5422.0,1500.0
2018,4,3,17,1877.0,2037.0,561.0,864.0,5517.0,178.0
2018,4,3,18,973.0,2054.0,405.0,92.0,5332.0,1808.0
2018,4,3,19,1371.0,1524.0,94.0,1556.0,5698.0,1153.0
2018,4,3,20,1898.0,2245.0,0,110.0,6370.0,2117.0
2018,4,3,21,1188.0,2083.0,0,103.0,6277.0,2903.0
2018,4,3,22,481.0,2584.0,0,1427.0,5111.0,619.0
2018,4,3,23,1907.0,1959.0,0,1433.0,5209.0,-90.0
2018,4,3,24,2059.0,1944.0,0,73.0,5172.0,1096.0
2018,4,4,1,1684.0,2250.0,0,1501.0,4571.0,-864.0
2018,4,4,2,1702.0,1055.0,0,1069.0,3356.0,-470.0
2018,4,4,3,1048.0,1158.0,0,155.0,4328.0,1967.0
2018,4,4,4,454.0,1205.0,0,1107.0,4402.0,1636.0
2018,4,4,5,920.0,1216.0,0,173.0,4269.0,1960.0
2018,4,4,6,1114.0,2120.0,0,52.0,4387.0,1101.0
2018,4,4,7,1887.0,1908.0,121.0,1167.0,4524.0,-559.0
2018,4,4,8,482.0,787.0,405.0,457.0,5613.0,3482.0
2018,4,4,9,509.0,2447.0,641.0,96.0,5761.0,2068.0
2018,4,4,10,1814.0,440.0,959.0,391.0,5906.0,2302.0
2018,4,4,11,1952.0,1379.0,1429.0,21.0,6178.0,1397.0
2018,4,4,12,943.0,1212.0,1595.0,111.0,6203.0,2342.0
2018,4,4,13,931.0,1404.0,2003.0,1756.0,5823.0,-271.0
2018,4,4,14,488.0,959.0,1339.0,59.0,5608.0,2763.0
2018,4,4,15,1084.0,1361.0,606.0,879.0,5829.0,1899.0
2018,4,4,16,568.0,1783.0,1075.0,831.0,5534.0,1277.0
2018,4,4,17,1337.0,1613.0,1076.0,697.0,4562.0,-161.0
2018,4,4,18,474.0,1280.0,311.0,1661.0,5640.0,1914.0
2018,4,4,19,1192.0,1541.0,99.0,125.0,5301.0,2344.0
2018,4,4,20,1214.0,1982.0,0,1438.0,5946.0,1312.0
2018,4,4,21,1470.0,2515.0,0,437.0,5029.0,607.0
2018,4,4,22,960.0,2404.0,0,457.0,4552.0,731.0
2018,4,4,23,1387.0,1394.0,0,1051.0,4548.0,716.0
2018,4,4,24,1635.0,1340.0,0,16.0,4750.0,1759.0
2018,4,5,1,1635.0,2434.0,0,87.0,3672.0,-484.0
2018,4,5,2,2318.0,1338.0,0,195.0,4161.0,310.0
2018,4,5,3,548.0,1069.0,0,977.0,4058.0,1464.0
2018,4,5,4,1276.0,508.0,0,1013.0,4184.0,1387.0
2018,4,5,5,1283.0,802.0,0,285.0,4294.0,1924.0
2018,4,5,6,1433.0,1500.0,0,103.0,4710.0,1674.0
2018,4,5,7,740.0,665.0,123.0,794.0,5570.0,3248.0
2018,4,5,8,1446.0,1031.0,396.0,178.0,5653.0,2602.0
2018,4,5,9,1901.0,2483.0,907.0,267.0,5844.0,286.0
2018,4,5,10,465.0,632.0,1344.0,259.0,6094.0,3394.0
2018,4,5,11,643.0,1584.0,1426.0,66.0,6120.0,2401.0
2018,4,5,12,646.0,435.0,1972.0,818.0,6584.0,2713.0
2018,4,5,13,847.0,1414.0,1591.0,593.0,6214.0,1769.0
2018,4,5,14,626.0,815.0,688.0,320.0,4739.0,2290.0
2018,4,5,15,1756.0,1498.0,685.0,764.0,6094.0,1391.0
2018,4,5,16,839.0,711.0,1287.0,320.0,5251.0,2094.0
2018,4,5,17,477.0,690.0,815.0,835.0,5903.0,3086.0
2018,4,5,18,1170.0,1825.0,105.0,141.0,4774.0,1533.0
2018,4,5,19,465.0,1237.0,11.0,500.0,6174.0,3961.0
2018,4,5,20,496.0,3109.0,0,330.0,4978.0,1043.0
2018,4,5,21,1888.0,1336.0,0,384.0,5285.0,1677.0
2018,4,5,22,1175.0,2113.0,0,106.0,6125.0,2731.0
2018,4,5,23,465.0,1737.0,0,1029.0,4739.0,1508.0
2018,4,5,24,471.0,993.0,0,628.0,4525.0,2433.0
2018,4,6,1,1172.0,1003.0,0,921.0,4548.0,1452.0
2018,4,6,2,1641.0,1081.0,0,1.0,4401.0,1678.0
2018,4,6,3,886.0,429.0,0,137.0,3732.0,2280.0
2018,4,6,4,1166.0,1080.0,0,247.0,3403.0,910.0
2018,4,6,5,1398.0,1196.0,0,128.0,3850.0,1128.0
2018,4,6,6,1611.0,1068.0,0,537.0,4324.0,1108.0
2018,4,6,7,1697.0,249.0,0,123.0,4813.0,2744.0
2018,4,6,8,1564.0,1281.0,97.0,120.0,4102.0,1040.0
2018,4,6,9,550.0,738.0,152.0,832.0,5500.0,3228.0
2018,4,6,10,472.0,1102.0,238.0,377.0,6177.0,3988.0
2018,4,6,11,681.0,898.0,225.0,546.0,5814.0,3464.0
2018,4,6,12,1596.0,738.0,1136.0,1349.0,5816.0,997.0
2018,4,6,13,1557.0,2541.0,1165.0,608.0,5431.0,-440.0
2018,4,6,14,1252.0,752.0,1261.0,218.0,5529.0,2046.0
2018,4,6,15,1096.0,645.0,1115.0,179.0,5142.0,2107.0
